headline,rank,scraped_at,source,topic_name
'Hit so hard': Washington Post editor on Putin's views on war,5,2022-03-20 14:00:35.887117+00:00,cnn,Putin Opinion War
Priorities: What Zelensky wants from Russia,5,2022-03-21 01:00:39.795724+00:00,cnn,Zelensky Zelenskyy Zelenskiy Talks
First known use: US says Russia launched hypersonic missiles,5,2022-03-20 01:00:39.659358+00:00,cnn,Missiles Hypersonic Russian Tanks
"Ukrainian, Russian refugees seek asylum at US southern border",5,2022-03-20 14:00:24.866318+00:00,foxnews,Refugees Ukrainian Welcome
It's as if Biden wants Ukraine to fall: Rep. Norman,5,2022-03-21 01:00:27.112836+00:00,foxnews,Biden Going Ukraine
Rival of Ukraine's Zelenskyy helping supply Ukrainian forces amid Putin's war,5,2022-03-22 14:00:30.169037+00:00,foxnews,Zelensky Zelenskyy Zelenskiy Talks
Kilmeade: Why America should be all-in helping Ukraine,5,2022-03-20 01:00:26.757124+00:00,foxnews,Ukraine America Deepen
Ukrainian Parliament member on nation's refusal to give up Mariupol,5,2022-03-21 14:00:30.784868+00:00,foxnews,Mariupol Forces New Effort
E.U. countries agreed to jointly buy and store gas to help reduce energy dependence on Russia.,5,2022-03-26 01:00:35.356443+00:00,nytimes,Gas Europe Russian Eu
"Some right-wing Americans are echoing the Kremlin’s misleading claims about the war, and vice versa.",5,2022-03-24 01:00:43.193366+00:00,nytimes,Putin Opinion War
"A Russian oligarch used a network of banks, law firms and advisers in multiple countries to invest billions in U.S. hedge funds.",5,2022-03-22 14:00:40.316493+00:00,nytimes,Putin Opinion War
How has Ukraine destroyed so many Russian tanks? What are hypersonic missiles? We take a look at the weapons being used.,5,2022-03-26 14:00:32.270699+00:00,nytimes,Missiles Hypersonic Russian Tanks
Ukraine is wrecking Russian tanks with missiles that weigh half as much as a Javelin — each one a gift from Britain.,5,2022-03-19 01:00:42.739372+00:00,nytimes,Missiles Hypersonic Russian Tanks
Russia claimed to have used a hypersonic missile in an attack on an arms depot in Ukraine.,5,2022-03-20 01:00:38.034378+00:00,nytimes,Missiles Hypersonic Russian Tanks
"Analysis: Despite its close ties to Russia, China has balked at trying to press Vladimir Putin to stop the fighting.",5,2022-03-23 01:00:37.129778+00:00,nytimes,China Russia Beijing Censors
Russia Is Losing Tens of Thousands of Young Professionals,5,2022-03-20 14:00:35.958756+00:00,nytimes,Big French Selling Russia
"Stuck at Mexico border, anti-war Russians sweat their futures as Ukrainians enter U.S. ",5,2022-03-19 14:01:57.172212+00:00,reuters,Stuck Border Anti Russians Sweat
'Picking them off': How Ukrainians take out Russian generals,16,2022-03-22 01:00:45.176961+00:00,cnn,Russian Generals Ukrainians
Italy Will Miss the World Cup—Again—After Stunning Loss to North Macedonia,16,2022-03-25 01:02:12.613711+00:00,wsj,Italy Ready Mariupol Minister Ukraine
"Stefanik warns Russia, China 'strengthening' their 'authoritarian alliance'",16,2022-03-25 14:00:32.930641+00:00,foxnews,China Russia Beijing Censors
"WATCH: State trooper slugged in the face gets unexpected, instant backup",16,2022-03-21 01:00:27.112836+00:00,foxnews,Spy Russian Reported Detention Tension
"U.S. soldiers alive, despite Russia 'fake news' report, U.S. military says ",16,2022-03-20 14:01:42.843645+00:00,reuters,Military Fake Says Despite Russia
"U.S. citizen killed in Ukraine while waiting in bread line, family says ",16,2022-03-19 14:01:57.172212+00:00,reuters,Citizen Family Says Line Ukraine
Zuckerberg and Meta’s Leadership Take Remote Work to the Extreme,19,2022-03-24 01:00:55.777912+00:00,wsj,Zelensky Zelenskyy Zelenskiy Talks
Putin may 'settle for what he's got and try to go for some sort of negotiation': Retired Lt. Gen. Kellogg,19,2022-03-21 01:00:27.112836+00:00,foxnews,Putin Opinion War
"REP. STEFANIK: President Biden, give Ukraine the aid they need – now",19,2022-03-19 14:00:33.164778+00:00,foxnews,Stakes West Gives Ukraine Raises
Gen. Jack Keane: The Russians know these battles are in a stalemate,19,2022-03-19 01:00:28.361830+00:00,foxnews,Stalemate Army Russian Makes Gains
"
What happens if Ukraine and Russia fight to a stalemate?",19,2022-03-23 01:00:23.577417+00:00,foxnews,Stalemate Army Russian Makes Gains
Pete Hegseth tracks the Russian invasion of Ukraine,19,2022-03-20 14:00:24.866318+00:00,foxnews,Stalemate Army Russian Makes Gains
I’m the Prime Minister of Estonia. Putin Can’t Think He’s Won This War.,19,2022-03-24 14:00:43.614930+00:00,nytimes,Putin Opinion War
The Grand Theory Driving Putin to War,19,2022-03-22 14:00:40.316493+00:00,nytimes,Putin Opinion War
Putin Made a Profound Miscalculation on Ukraine,19,2022-03-20 01:00:38.034378+00:00,nytimes,Putin Miscalculation Ukraine Cancel Culture
America Should Not Deepen Its Military Involvement in Ukraine,19,2022-03-19 01:00:42.739372+00:00,nytimes,Ukraine America Deepen
"U.S. citizen killed in Ukraine while waiting in bread line, family says ",19,2022-03-20 14:01:42.843645+00:00,reuters,Citizen Family Says Line Ukraine
Concern: Fears of Russian saboteurs keep Ukrainians on edge,12,2022-03-21 01:00:39.795724+00:00,cnn,Russian Generals Ukrainians
Opinion: Hitler couldn't defeat our 96-year-old friend. Now Putin has killed him,12,2022-03-23 14:00:48.368903+00:00,cnn,Putin Opinion War
'This will happen': Twice-poisoned Putin critic makes prediction about Russian government,12,2022-03-20 14:00:35.887117+00:00,cnn,Putin Opinion War
"Exclusive: Russian general's 'outburst' in rare face-to-face meeting was revealing, US military readout says",12,2022-03-24 01:00:48.807401+00:00,cnn,Military Fake Says Despite Russia
Russia is ‘deliberately targeting’ civilian infrastructure: Ukrainian journalist,12,2022-03-26 14:00:23.360605+00:00,foxnews,Russian Generals Ukrainians
"Putin is 'crazy, but he's not stupid': Lt. Col. North",12,2022-03-20 01:00:26.757124+00:00,foxnews,Putin Opinion War
Kudlow: Do we want the Ukrainians to win or not?,12,2022-03-25 01:00:51.868145+00:00,foxnews,Ukraine War European Bulls Guide
China doesn’t respect Russia very much: Former NATO ambassador,12,2022-03-19 01:00:28.361830+00:00,foxnews,China Russia Beijing Censors
China is funding Putin's war: Foreign policy expert,12,2022-03-21 14:00:30.784868+00:00,foxnews,China Russia Beijing Censors
"Stuck at Mexico border, anti-war Russians sweat their futures as Ukrainians enter U.S. ",12,2022-03-21 01:01:42.174180+00:00,reuters,Stuck Border Anti Russians Sweat
Calling Putin a war criminal is a bigger deal than you think,17,2022-03-22 01:00:45.176961+00:00,cnn,Putin Opinion War
Analyst: This is how Ukraine is turning the tables on Russia,17,2022-03-23 14:00:48.368903+00:00,cnn,Ukraine War European Bulls Guide
Ukrainian forces say they have regained control of Makariv,17,2022-03-22 14:00:48.060888+00:00,cnn,Stalemate Army Russian Makes Gains
‘Everything Everywhere All at Once’: A Maximal Take on the Absurd,17,2022-03-25 01:02:12.613711+00:00,wsj,Putin Opinion War
The Just War of the Ukrainians,17,2022-03-25 14:01:13.184444+00:00,wsj,Ukraine War European Bulls Guide
How Generational Differences Shape Our Views of Ukraine War,17,2022-03-22 14:00:55.111258+00:00,wsj,Ukraine War European Bulls Guide
"Stranded in Ukraine, US couple with newborn launch baking business",17,2022-03-20 14:00:24.866318+00:00,foxnews,Citizen Family Says Line Ukraine
"U.S. citizen killed in Ukraine while waiting in bread line, family says ",17,2022-03-20 01:01:41.546716+00:00,reuters,Citizen Family Says Line Ukraine
What to know about hypersonic missiles fired by Russia at Ukraine,18,2022-03-22 14:00:48.060888+00:00,cnn,Missiles Hypersonic Russian Tanks
Two big French banks are leaving Russia ,18,2022-03-23 14:00:48.368903+00:00,cnn,Big French Selling Russia
Gen. Jack Keane: The Russians know these battles are in a stalemate,18,2022-03-19 14:00:33.164778+00:00,foxnews,Stalemate Army Russian Makes Gains
"While Putin Shrinks, Zelensky Soars",18,2022-03-20 01:00:38.034378+00:00,nytimes,Zelensky Zelenskyy Zelenskiy Talks
The Grand Theory Driving Putin to War,27,2022-03-23 14:00:35.973378+00:00,nytimes,Putin Opinion War
Ukraine’s Cause Is Righteous. That Shouldn’t Shape Policy.,27,2022-03-19 01:00:42.739372+00:00,nytimes,Ukraine America Deepen
America Should Not Deepen Its Military Involvement in Ukraine,27,2022-03-20 01:00:38.034378+00:00,nytimes,Ukraine America Deepen
Realism Must Guide Our Reaction to Russia’s Invasion,27,2022-03-20 14:00:35.958756+00:00,nytimes,Ukraine War European Bulls Guide
"U.S., EU strike LNG deal as Europe seeks to cut Russian gas ",27,2022-03-25 14:01:55.033349+00:00,reuters,Gas Europe Russian Eu
"A month into war, communicator-in-chief Zelenskiy strives to keep eyes on Ukraine ",27,2022-03-24 14:01:54.928220+00:00,reuters,Zelensky Zelenskyy Zelenskiy Talks
Italy ready to rebuild theatre in Ukraine's Mariupol -minister ,27,2022-03-20 01:01:41.546716+00:00,reuters,Italy Ready Mariupol Minister Ukraine
"Exclusive Russian general's 'outburst' in rare face-to-face meeting was revealing, US military readout says",1,2022-03-24 14:01:49.395385+00:00,cnn,Military Fake Says Despite Russia
LATEST Rescue efforts underway in Mykolaiv. Russia also claims its hypersonic missiles destroyed an ammunition warehouse.,1,2022-03-19 14:00:49.980593+00:00,cnn,Missiles Hypersonic Russian Tanks
Ukrainian Refugees Find Easier Path to Enter U.S. at the Mexican Border,1,2022-03-25 14:01:13.184444+00:00,wsj,Refugees Ukrainian Welcome
"U.S. Will Admit 100,000 Refugees Fleeing Ukraine, White House Says",1,2022-03-24 14:01:57.178624+00:00,wsj,Refugees Ukrainian Welcome
U.S. to Sanction Companies Providing Technology for Russian Military,1,2022-03-26 01:00:43.808511+00:00,wsj,Companies United Botched War Russians Month
Ukrainian Forces Try to Hold Mariupol as Combat Reaches City Streets,1,2022-03-19 14:01:00.392041+00:00,wsj,Mariupol Forces New Effort
Ukrainian Forces Try to Hold Mariupol as Combat Reaches City Streets,1,2022-03-20 01:00:47.508627+00:00,wsj,Mariupol Forces New Effort
Chernobyl staff held hostage since site seized get relief but new worry in focus,1,2022-03-21 01:00:27.112836+00:00,foxnews,Chernobyl Plant Staff Russian Forces
"US must learn from Russia failures to avoid China aggression, experts say",1,2022-03-21 14:00:30.784868+00:00,foxnews,China Russia Beijing Censors
Senior Chinese official just came out swinging against sanctions on Russia,1,2022-03-20 01:00:26.757124+00:00,foxnews,China Russia Beijing Censors
Chinese official comes out swinging against Russia sanctions,1,2022-03-20 14:00:24.866318+00:00,foxnews,China Russia Beijing Censors
Former KGB double agent reveals what a Russian spy's job may look like now,1,2022-03-24 14:00:32.837499+00:00,foxnews,Spy Russian Reported Detention Tension
A lack of export capacity is one reason the U.S. is likely to struggle to quickly wean Europe from Russian fuels.,1,2022-03-25 14:00:43.279157+00:00,nytimes,Gas Europe Russian Eu
"As Russia’s military losses mount in Ukraine, dissent is brewing over President Vladimir Putin’s leadership.",1,2022-03-23 14:00:35.973378+00:00,nytimes,Putin Miscalculation Ukraine Cancel Culture
See where Russian forces have made advances in eastern Ukraine.,1,2022-03-25 01:01:02.726114+00:00,nytimes,Russian Air Force Made Advances Eastern
"Nearly a month into the war, one of the biggest surprises is Russia’s failure to defeat the Ukrainian Air Force.",1,2022-03-23 01:00:37.129778+00:00,nytimes,Russian Air Force Made Advances Eastern
See where Russian forces have made advances in eastern Ukraine.,1,2022-03-24 14:00:43.614930+00:00,nytimes,Russian Air Force Made Advances Eastern
How Ukraine’s Outgunned Air Force Is Beating Back Russian Jets,1,2022-03-22 14:00:40.316493+00:00,nytimes,Russian Air Force Made Advances Eastern
Maps: Analysis of satellite images shows widespread damage in residential areas of Mariupol.,1,2022-03-21 01:00:40.696598+00:00,nytimes,Images Mariupol Satellite
Maps: Analysis of satellite images shows widespread damage in residential areas of Mariupol.,1,2022-03-20 14:00:35.958756+00:00,nytimes,Images Mariupol Satellite
The Battle for Kyiv Looms as a Long and Bloody Conflict,1,2022-03-19 14:00:47.862725+00:00,nytimes,Kyiv Newfound Unity Bloody Battle
About two million people who remain in Kyiv are galvanized by a newfound unity against Russian invaders.,1,2022-03-21 14:00:40.592298+00:00,nytimes,Kyiv Newfound Unity Bloody Battle
U.S. Senators introduce bill to ban U.S. imports of Russian uranium ,1,2022-03-19 01:03:18.378111+00:00,reuters,Introduce Bill Imports Russian Uranium
Opinion: Hitler couldn't defeat our friend. Now Putin has killed him,20,2022-03-24 01:00:48.807401+00:00,cnn,Putin Opinion War
"Nestlé to Stop Selling Pet Food, Coffee and KitKat in Russia",20,2022-03-23 14:00:55.800300+00:00,wsj,Big French Selling Russia
"Putin invaded Ukraine because he relied on Obama-style appeasement, expert says",20,2022-03-25 14:00:32.930641+00:00,foxnews,Putin Miscalculation Ukraine Cancel Culture
"After challenging Putin to fight, Tesla chief has hugely popular app in Ukraine",20,2022-03-20 01:00:26.757124+00:00,foxnews,Zelensky Zelenskyy Zelenskiy Talks
"Xi, Putin and Trump: The Strongmen Follies",20,2022-03-23 14:00:35.973378+00:00,nytimes,Putin Opinion War
Realism Must Guide Our Reaction to Russia’s Invasion,20,2022-03-20 01:00:38.034378+00:00,nytimes,Ukraine War European Bulls Guide
Russian forces take Chernobyl workers' town; fighting in centre of Mariupol ,20,2022-03-26 14:02:54.304204+00:00,reuters,Chernobyl Plant Staff Russian Forces
Zuckerberg and Meta’s Leadership Take Remote Work to the Extreme,15,2022-03-23 14:00:55.800300+00:00,wsj,Zelensky Zelenskyy Zelenskiy Talks
Ukraine Navy claims it 'destroyed' a Russian ship in the Black Sea,15,2022-03-24 14:00:32.837499+00:00,foxnews,Port City Destroyed Russian Navy
OneWeb to launch satellites with rival SpaceX after suspending ties with Russian agency ,15,2022-03-22 01:01:53.266544+00:00,reuters,Companies United Botched War Russians Month
U.S. Senators introduce bill to ban U.S. imports of Russian uranium ,15,2022-03-21 01:01:42.174180+00:00,reuters,Introduce Bill Imports Russian Uranium
Albright predicted Putin's strategic disaster in Ukraine,21,2022-03-24 01:00:48.807401+00:00,cnn,Putin Miscalculation Ukraine Cancel Culture
Defense Sec Austin downplays Russia’s use of hypersonic missiles: Not a ‘game changer’,21,2022-03-21 14:00:30.784868+00:00,foxnews,Missiles Hypersonic Russian Tanks
"Xi, Putin and Trump: The Strongmen Follies",21,2022-03-23 01:00:37.129778+00:00,nytimes,Putin Opinion War
Zelensky Wants a No-Fly Zone. NATO is Right to Say No.,21,2022-03-26 14:00:32.270699+00:00,nytimes,Zelensky Zelenskyy Zelenskiy Talks
"While Putin Shrinks, Zelensky Soars",21,2022-03-20 14:00:35.958756+00:00,nytimes,Zelensky Zelenskyy Zelenskiy Talks
America Should Not Deepen Its Military Involvement in Ukraine,21,2022-03-19 14:00:47.862725+00:00,nytimes,Ukraine America Deepen
Biden meets top Ukrainian officials in Poland ,21,2022-03-26 14:02:54.304204+00:00,reuters,Biden Going Ukraine
"Exclusive: U.S. assesses up to 60% failure rate for some Russian missiles, officials say ",21,2022-03-26 01:02:35.569943+00:00,reuters,Missiles Hypersonic Russian Tanks
Italian medieval mountain hamlet reborn as city appeal dims ,21,2022-03-22 14:01:39.566672+00:00,reuters,Italy Ready Mariupol Minister Ukraine
"Column: Steel, iron ore tread narrow path between China and Russia ",21,2022-03-25 14:01:55.033349+00:00,reuters,China Russia Beijing Censors
U.S. Says Myanmar Military Committed Genocide Against Rohingya,25,2022-03-22 14:00:55.111258+00:00,wsj,Military Fake Says Despite Russia
"Top Russian defense official reportedly missing, hasn't made public appearance in over a week",25,2022-03-24 01:00:26.654384+00:00,foxnews,Military Fake Says Despite Russia
"Thanks to Europe, Putin’s War Is Paying for Itself",25,2022-03-24 14:00:43.614930+00:00,nytimes,Putin Opinion War
America Thinks the War Is About Ukraine. Russia’s Neighbors Disagree.,25,2022-03-26 01:00:35.356443+00:00,nytimes,Ukraine America Deepen
Ukraine’s Cause Is Righteous. That Shouldn’t Shape Policy.,25,2022-03-19 14:00:47.862725+00:00,nytimes,Ukraine America Deepen
Biden seeks more military aid to Ukraine as West showcases unity against Russian war ,25,2022-03-24 14:01:54.928220+00:00,reuters,Biden Going Ukraine
Soft power: Czech designer makes 'Zelenskiy pillows' to help Ukraine ,25,2022-03-20 01:01:41.546716+00:00,reuters,Zelensky Zelenskyy Zelenskiy Talks
Ukraine makes new effort to evacuate Mariupol civilians ,25,2022-03-25 14:01:55.033349+00:00,reuters,Mariupol Forces New Effort
Italy ready to rebuild theatre in Ukraine's Mariupol -minister ,25,2022-03-19 01:03:18.378111+00:00,reuters,Italy Ready Mariupol Minister Ukraine
Italy ready to rebuild theatre in Ukraine's Mariupol -minister ,25,2022-03-19 14:01:57.172212+00:00,reuters,Italy Ready Mariupol Minister Ukraine
Italian medieval mountain hamlet reborn as city appeal dims ,25,2022-03-23 01:01:50.759379+00:00,reuters,Italy Ready Mariupol Minister Ukraine
A top Russian general gave some of the most detailed public remarks to date on the military strategy in Ukraine,3,2022-03-26 01:00:36.451131+00:00,cnn,Russian Generals Ukrainians
